Band,MJD,Flux,Error,Telescope
HX,58911.47483,1.114908,0.076765,XRT
SX,58911.47483,0.615142,0.057078,XRT
M2,58911.47555,4.9246126,0.11846451,UVOT
W1,58911.4763,3.997511,0.08316047,UVOT
U,58911.47705,2.8016938,0.05596068,UVOT
B,58911.47783,1.5732854,0.031487473,UVOT
W2,58915.25833,5.1902794,0.06449297,UVOT
V,58915.26159,1.1885845,0.0200755,UVOT
HX,58915.2624,0.875757,0.056643,XRT
SX,58915.2624,0.518951,0.043655,XRT
B,58915.26771,1.5352635,0.024064076,UVOT
V,58919.24461,1.1948427,0.021252571,UVOT
HX,58919.24532,0.998671,0.065402,XRT
SX,58919.24532,0.664296,0.053357,XRT
B,58919.24974,1.4731506,0.024359815,UVOT
W2,58920.43215,4.9135846,0.06375021,UVOT
V,58920.43499,1.1756578,0.020984771,UVOT
HX,58920.4359,1.071408,0.062477,XRT
SX,58920.4359,0.587846,0.046247,XRT
M2,58920.43671,4.3987376,0.09122573,UVOT
W1,58920.43787,3.659344,0.065286647,UVOT
U,58920.43902,2.6147302,0.045161245,UVOT
B,58920.44051,1.4633294,0.022128299,UVOT
W2,58931.73464,4.6831652,0.06348178,UVOT
V,58931.73709,1.1750837,0.0216123,UVOT
HX,58931.73795,1.010849,0.060529,XRT
SX,58931.73795,0.544312,0.044546,XRT
M2,58931.73858,4.0298097,0.09064523,UVOT
W1,58931.73959,3.563061,0.067428015,UVOT
U,58931.74061,2.5670975,0.046090954,UVOT
B,58931.74196,1.4826397,0.022328688,UVOT
W2,58935.98076,4.5858706,0.059480316,UVOT
V,58935.98371,1.1369966,0.019765846,UVOT
HX,58935.98447,1.198447,0.095383,XRT
SX,58935.98447,0.674674,0.071631,XRT
M2,58935.9855,4.1311393,0.08587133,UVOT
W1,58935.98671,3.464413,0.06159231,UVOT
U,58935.98791,2.4613625,0.041833697,UVOT
B,58935.98927,1.429337,0.022624197,UVOT
W2,58939.82572,4.4791943,0.06457107,UVOT
V,58939.82777,1.136785,0.022292989,UVOT
HX,58939.82839,0.945691,0.0653,XRT
SX,58939.82839,0.552305,0.05007,XRT
M2,58939.82902,3.9286344,0.09638553,UVOT
W1,58939.82987,3.317588,0.06875695,UVOT
B,58939.83176,1.41238085,0.024150508,UVOT
W2,58943.14869,4.505961,0.05711457,UVOT
V,58943.15197,1.14375985,0.019110949,UVOT
HX,58943.15271,1.255193,0.064515,XRT
SX,58943.15271,0.651786,0.046465,XRT
M2,58943.15397,3.9721542,0.080025746,UVOT
W1,58943.15531,3.4466086,0.05888661,UVOT
B,58943.15806,1.442146,0.023229066,UVOT
W2,58947.32112,4.6997125,0.06078752,UVOT
V,58947.32406,1.1232833,0.019615887,UVOT
HX,58947.32479,1.220238,0.064854,XRT
SX,58947.32479,0.619552,0.046299,XRT
M2,58947.32585,4.0538397,0.084733195,UVOT
W1,58947.32705,3.4364205,0.0612373,UVOT
U,58947.32827,2.467583,0.041956657,UVOT
B,58947.32959,1.4256847,0.02307379,UVOT
W2,58955.0916,5.3879786,0.06437014,UVOT
V,58955.0954,1.1904,0.018858242,UVOT
HX,58955.09622,1.639487,0.096637,XRT
SX,58955.09622,0.721837,0.064158,XRT
M2,58955.09771,4.6413977,0.084677434,UVOT
W1,58955.09926,3.8770013,0.06143867,UVOT
U,58955.10081,2.6618615,0.041771827,UVOT
B,58955.10241,1.5085365,0.023052587,UVOT
W2,58959.34623,5.6125616,0.06894245,UVOT
V,58959.34949,1.2271357,0.020183736,UVOT
HX,58959.35009,1.368463,0.072158,XRT
SX,58959.35009,0.618619,0.048583,XRT
M2,58959.35147,4.702862,0.0905391,UVOT
W1,58959.3528,3.915688,0.06533278,UVOT
U,58959.35413,2.7506744,0.04525978,UVOT
B,58959.3554,1.6130763,0.02750054,UVOT
W2,58963.1272,5.5206318,0.069289635,UVOT
V,58963.13021,1.22223,0.020641738,UVOT
HX,58963.13093,1.660364,0.08085,XRT
SX,58963.13093,0.709084,0.05297,XRT
M2,58963.13202,4.7872872,0.0946005,UVOT
W1,58963.13326,4.086227,0.06975837,UVOT
U,58963.13448,2.8081651,0.047347755,UVOT
B,58963.13583,1.5854605,0.02536016,UVOT
W2,58967.37819,5.8920154,0.073067794,UVOT
V,58967.38124,1.2255125,0.020829559,UVOT
HX,58967.38178,1.420913,0.069255,XRT
SX,58967.38178,0.715632,0.04925,XRT
M2,58967.38309,5.203232,0.1001704,UVOT
W1,58967.38433,4.3351007,0.072894554,UVOT
U,58967.38557,2.8368699,0.047940545,UVOT
B,58967.38672,1.584722,0.02867914,UVOT
W2,58975.07081,6.382134,0.07744243,UVOT
V,58975.07403,1.2828735,0.021169623,UVOT
HX,58975.07455,1.450003,0.07965,XRT
SX,58975.07455,0.60483,0.051443,XRT
M2,58975.07598,5.5898567,0.10324826,UVOT
W1,58975.07731,4.4414806,0.07278195,UVOT
U,58975.07863,2.9638615,0.04908885,UVOT
B,58975.0798,1.669092,0.03034494,UVOT
W2,58986.37172,7.3164,0.09101281,UVOT
V,58986.37442,1.3753241,0.023562244,UVOT
HX,58986.37516,1.203012,0.070983,XRT
SX,58986.37516,0.621937,0.051077,XRT
M2,58986.37605,6.188006,0.11893453,UVOT
W1,58986.37717,4.9129276,0.084266263,UVOT
U,58986.37828,3.290464,0.057613106,UVOT
B,58986.37957,1.7683129,0.027729606,UVOT
W2,58991.94291,7.330148,0.09063503,UVOT
V,58991.94568,1.3727958,0.023150072,UVOT
HX,58991.9465,1.272131,0.066442,XRT
SX,58991.9465,0.702826,0.049393,XRT
M2,58991.94736,5.999525,0.11531065,UVOT
W1,58991.9485,4.959221,0.084215176,UVOT
U,58991.94963,3.218422,0.055764753,UVOT
B,58991.95102,1.8483289,0.027691077,UVOT
W2,58994.19803,7.2418424,0.086743675,UVOT
V,58994.20125,1.4021161,0.022463113,UVOT
HX,58994.20205,1.176598,0.065084,XRT
SX,58994.20205,0.516759,0.043219,XRT
M2,58994.2032,6.3627875,0.11434874,UVOT
W1,58994.20452,5.0836,0.081752364,UVOT
U,58994.20583,3.286726,0.054486194,UVOT
B,58994.20729,1.825558,0.027510211,UVOT
W2,58999.97199,7.5210576,0.09058665,UVOT
V,58999.97508,1.3786037,0.022385614,UVOT
HX,58999.97588,1.278093,0.063482,XRT
SX,58999.97588,0.498629,0.039693,XRT
M2,58999.97696,6.2217646,0.11380812,UVOT
W1,58999.97822,5.038845,0.082222176,UVOT
U,58999.97948,3.4473204,0.057728165,UVOT
B,58999.98091,1.938991,0.028900695,UVOT
W2,59003.23035,7.450239,0.08952834,UVOT
V,59003.2335,1.39569346,0.02250226,UVOT
HX,59003.23381,1.067669,0.059779,XRT
SX,59003.23381,0.476675,0.04002,XRT
M2,59003.2354,6.256053,0.113649,UVOT
W1,59003.23669,5.014317,0.08133284,UVOT
U,59003.23798,3.291627,0.054746985,UVOT
B,59003.23898,1.7888875,0.03680765,UVOT
V,59007.01305,1.3953932,0.023055922,UVOT
HX,59007.01342,0.942401,0.06462,XRT
SX,59007.01342,0.506349,0.047385,XRT
U,59007.01715,3.2083033,0.054618707,UVOT
B,59007.01812,1.8507087,0.03660314,UVOT
W2,59015.24922,7.4329215,0.09415616,UVOT
V,59015.25172,1.374942,0.023893537,UVOT
HX,59015.25217,1.072514,0.052031,XRT
SX,59015.25217,0.407172,0.032061,XRT
M2,59015.25323,6.2204175,0.12355885,UVOT
W1,59015.25425,5.1168088,0.0901658,UVOT
B,59015.25624,1.8124157,0.034152694,UVOT
W2,59015.71439,7.468608,0.09479886,UVOT
V,59015.71686,1.39653685,0.024258169,UVOT
HX,59015.71705,1.097459,0.075751,XRT
SX,59015.71705,0.557709,0.05404,XRT
M2,59015.71835,6.541209,0.12898395,UVOT
W1,59015.71936,5.070221,0.08978886,UVOT
U,59015.72037,3.450192,0.06268222,UVOT
B,59015.72107,1.892616,0.05086677,UVOT
W2,59020.02219,7.838868,0.09587961,UVOT
V,59020.02502,1.40207526,0.02319784,UVOT
HX,59020.02571,1.051216,0.059716,XRT
SX,59020.02571,0.497033,0.041148,XRT
M2,59020.02674,6.581168,0.12278483,UVOT
W1,59020.0279,5.1632577,0.08654113,UVOT
U,59020.02906,3.321124,0.05709281,UVOT
B,59020.03032,1.9084447,0.03028605,UVOT
W2,59024.46514,7.782168,0.09273977,UVOT
V,59024.46834,1.4190537,0.022601883,UVOT
HX,59024.46894,0.869484,0.045159,XRT
SX,59024.46894,0.395665,0.030415,XRT
M2,59024.47027,6.599842,0.11757935,UVOT
W1,59024.47159,5.276026,0.084385186,UVOT
U,59024.4729,3.4410127,0.056954464,UVOT
B,59024.47415,1.8467097,0.030403972,UVOT
W2,59027.58921,7.41323,0.09009923,UVOT
V,59027.59218,1.3988585,0.022816336,UVOT
HX,59027.59286,1.339128,0.092008,XRT
SX,59027.59286,0.557757,0.0595,XRT
M2,59027.59397,6.5006845,0.11922227,UVOT
W1,59027.59519,5.0801645,0.083794105,UVOT
U,59027.5964,3.419913,0.057988204,UVOT
B,59027.59769,1.8551636,0.029456913,UVOT
W2,59035.83255,7.0677276,0.085597846,UVOT
V,59035.83565,1.37408116,0.02251412,UVOT
HX,59035.83602,1.082187,0.059724,XRT
SX,59035.83602,0.59424,0.044324,XRT
M2,59035.83752,6.0137706,0.11104539,UVOT
W1,59035.83879,4.832052,0.07938253,UVOT
U,59035.84005,3.2872796,0.05532457,UVOT
B,59035.84105,1.7960702,0.036510572,UVOT
V,59039.01958,1.3836889,0.022531582,UVOT
HX,59039.02035,1.295074,0.078473,XRT
SX,59039.02035,0.534913,0.050508,XRT
W2,59043.86129,7.249546,0.08655633,UVOT
V,59043.86456,1.3981534,0.02225298,UVOT
HX,59043.86525,1.270092,0.069634,XRT
SX,59043.86525,0.502503,0.043891,XRT
M2,59043.86654,6.384828,0.11389314,UVOT
W1,59043.86788,4.972703,0.07980482,UVOT
U,59043.86921,3.2840738,0.053919317,UVOT
B,59043.87058,1.874884,0.029352863,UVOT
W2,59051.63533,7.3426806,0.09037641,UVOT
V,59051.63816,1.419604,0.023449183,UVOT
HX,59051.63887,1.125644,0.061676,XRT
SX,59051.63887,0.533955,0.042569,XRT
M2,59051.63987,6.377264,0.11992244,UVOT
W1,59051.64103,5.073289,0.085271384,UVOT
U,59051.64219,3.4199382,0.058955335,UVOT
B,59051.64348,1.8401938,0.028918327,UVOT
W2,59055.00826,7.56002,0.10673328,UVOT
V,59055.0099,1.3957861,0.027646303,UVOT
HX,59055.01042,1.357665,0.097681,XRT
SX,59055.01042,0.515089,0.06029,XRT
M2,59055.0109,6.5414315,0.15147461,UVOT
W1,59055.01159,5.2003916,0.10738826,UVOT
U,59055.01227,3.3326203,0.069124517,UVOT
B,59055.01312,1.874576,0.032659446,UVOT
W2,59059.59766,7.7088956,0.09201115,UVOT
V,59059.60085,1.39985645,0.022369817,UVOT
HX,59059.60153,1.436491,0.066096,XRT
SX,59059.60153,0.611144,0.043207,XRT
M2,59059.60278,6.372876,0.1148345,UVOT
W1,59059.60408,5.1611063,0.08306059,UVOT
U,59059.60538,3.4238176,0.056872137,UVOT
B,59059.60671,1.8759364,0.029604683,UVOT
W2,59063.83618,7.29274,0.08741084,UVOT
V,59063.83937,1.39771,0.022345018,UVOT
HX,59063.83989,1.34707,0.071859,XRT
SX,59063.83989,0.618307,0.048758,XRT
M2,59063.8413,6.1671886,0.11161004,UVOT
W1,59063.84262,4.9536313,0.07992012,UVOT
U,59063.84393,3.354367,0.05541798,UVOT
B,59063.84509,1.8771124,0.032826087,UVOT
W2,59067.88711,7.137934,0.08707481,UVOT
HX,59067.8885,1.818037,0.113924,XRT
SX,59067.8885,0.836682,0.077416,XRT
V,59067.89009,1.33864765,0.022052617,UVOT
M2,59067.89179,5.977758,0.12094347,UVOT
W2,59071.73389,6.745871,0.081279513,UVOT
V,59071.73714,1.3492099,0.021667856,UVOT
HX,59071.73802,1.442137,0.065147,XRT
SX,59071.73802,0.698771,0.045371,XRT
M2,59071.7391,5.6768524,0.10453353,UVOT
W1,59071.74044,4.5835328,0.07464486,UVOT
B,59071.7433,1.788633,0.025927281,UVOT
W2,59085.56081,6.059306,0.07431269,UVOT
V,59085.56395,1.2876036,0.021145603,UVOT
HX,59085.56435,0.958262,0.05633,XRT
SX,59085.56435,0.409438,0.036885,XRT
M2,59085.56586,5.3172527,0.10018986,UVOT
W1,59085.56715,4.3977703,0.07289225,UVOT
U,59085.56843,3.039518,0.050431897,UVOT
B,59085.56948,1.653588,0.032596957,UVOT
W2,59087.81815,5.999635,0.07422907,UVOT
V,59087.82119,1.2996012,0.021400625,UVOT
HX,59087.82188,0.76291,0.043762,XRT
SX,59087.82188,0.378095,0.030861,XRT
M2,59087.82302,5.302206,0.10143152,UVOT
W1,59087.82426,4.352801,0.073093146,UVOT
U,59087.8255,3.0243044,0.050628536,UVOT
B,59087.82682,1.6994671,0.02687297,UVOT
W2,59092.20314,5.71876,0.070808524,UVOT
V,59092.20626,1.2587856,0.020836115,UVOT
HX,59092.20672,0.734334,0.048858,XRT
SX,59092.20672,0.383645,0.035347,XRT
M2,59092.20815,5.0423566,0.09669487,UVOT
W1,59092.20942,4.2342676,0.07087653,UVOT
U,59092.21071,2.8858094,0.047942626,UVOT
B,59092.2118,1.6234918,0.030882946,UVOT
W2,59095.65249,5.7564115,0.07063776,UVOT
V,59095.65571,1.24374125,0.020455356,UVOT
HX,59095.65635,1.010867,0.062268,XRT
SX,59095.65635,0.498599,0.043874,XRT
M2,59095.65766,4.825762,0.09226075,UVOT
W1,59095.65899,4.0053657,0.0668246,UVOT
U,59095.6603,2.894031,0.047471284,UVOT
B,59095.6616,1.615308,0.02648406,UVOT
W2,59099.04407,5.9491406,0.073946283,UVOT
V,59099.04706,1.2474619,0.020963122,UVOT
HX,59099.04772,1.164577,0.07544,XRT
SX,59099.04772,0.520656,0.050558,XRT
M2,59099.04887,5.051097,0.09809787,UVOT
W1,59099.05011,4.310808,0.072906667,UVOT
U,59099.05133,3.003051,0.0506928,UVOT
B,59099.05259,1.6088139,0.026954727,UVOT
V,59103.61183,1.2608506,0.020803726,UVOT
HX,59103.61263,1.520758,0.076105,XRT
SX,59103.61263,0.714931,0.052318,XRT
B,59103.61771,1.5943328,0.024431548,UVOT
W2,59108.78484,5.43642,0.067265814,UVOT
V,59108.78807,1.2382826,0.020307778,UVOT
HX,59108.78885,1.046077,0.057133,XRT
SX,59108.78885,0.445559,0.037383,XRT
M2,59108.79003,4.6880583,0.09069114,UVOT
W1,59108.79135,3.8664157,0.064957554,UVOT
U,59108.79267,2.7678015,0.045400384,UVOT
B,59108.79411,1.6004352,0.02458898,UVOT
W2,59110.78682,5.1329058,0.06579104,UVOT
V,59110.78969,1.2376978,0.021050533,UVOT
HX,59110.79029,1.023633,0.059827,XRT
SX,59110.79029,0.429689,0.038835,XRT
M2,59110.79144,4.544854,0.09240798,UVOT
W1,59110.79262,3.8418738,0.067404685,UVOT
U,59110.7938,2.7685504,0.047008815,UVOT
B,59110.79498,1.5519317,0.02626979,UVOT
V,59115.75917,1.1853917,0.018073869,UVOT
HX,59115.75975,0.899532,0.050626,XRT
SX,59115.75975,0.417765,0.034601,XRT
W2,59119.54805,4.6999974,0.06043252,UVOT
V,59119.551,1.16934575,0.019832002,UVOT
HX,59119.55144,0.847225,0.05475,XRT
SX,59119.55144,0.425833,0.038831,XRT
M2,59119.55279,4.211712,0.08659025,UVOT
W1,59119.554,3.637773,0.063844547,UVOT
U,59119.5552,2.648283,0.044711074,UVOT
B,59119.55625,1.5030137,0.028669559,UVOT
HX,59123.80108,0.93126,0.055728,XRT
SX,59123.80108,0.524799,0.041908,XRT
W1,59123.80497,3.4607828,0.05720643,UVOT
HX,59128.71042,0.897979,0.052386,XRT
SX,59128.71042,0.511095,0.039568,XRT
HX,59135.35544,1.229344,0.082608,XRT
SX,59135.35544,0.557722,0.055643,XRT
W2,59139.53807,4.930778,0.070950423,UVOT
V,59139.54,1.1502684,0.022647911,UVOT
HX,59139.54015,1.212635,0.095678,XRT
SX,59139.54015,0.619944,0.068484,XRT
M2,59139.54118,4.3247043,0.10519286,UVOT
W1,59139.54198,3.718983,0.076769534,UVOT
U,59139.54278,2.5883555,0.05038817,UVOT
B,59139.54333,1.559833,0.04825206,UVOT
W2,59147.0477,5.395212,0.071754284,UVOT
HX,59147.05011,0.910901,0.052511,XRT
SX,59147.05011,0.403819,0.03506,XRT
V,59147.05012,1.2030028,0.021694392,UVOT
M2,59147.05159,4.609181,0.10021446,UVOT
W1,59147.05259,3.941028,0.073442664,UVOT
U,59147.05359,2.6307098,0.04732852,UVOT
B,59147.05434,1.5411028,0.037267822,UVOT
W2,59152.68784,5.524387,0.07512966,UVOT
V,59152.69004,1.1610943,0.021833239,UVOT
HX,59152.69065,0.999282,0.06715,XRT
SX,59152.69065,0.429655,0.044103,XRT
M2,59152.69138,4.652926,0.10503699,UVOT
W1,59152.69229,3.958395,0.076676556,UVOT
U,59152.6932,2.6850311,0.04994005,UVOT
B,59152.69427,1.5330263,0.025775332,UVOT
HX,59155.94207,0.99192,0.058745,XRT
SX,59155.94207,0.387157,0.036822,XRT
W2,59159.4598,5.982341,0.08239216,UVOT
V,59159.4618,1.2002291,0.023071812,UVOT
HX,59159.46213,0.833562,0.058658,XRT
SX,59159.46213,0.451165,0.043162,XRT
M2,59159.46301,5.178774,0.11747449,UVOT
W1,59159.46385,4.174002,0.082933155,UVOT
U,59159.46467,2.9372135,0.056473587,UVOT
B,59159.4654,1.638054,0.035079584,UVOT
W2,59164.43029,5.838975,0.07487664,UVOT
HX,59164.43119,0.961931,0.065481,XRT
SX,59164.43119,0.438471,0.044276,XRT
V,59164.43282,1.235455,0.022344343,UVOT
W2,59167.47265,5.9334854,0.07978887,UVOT
V,59167.47485,1.2246189,0.022680737,UVOT
HX,59167.47543,1.428937,0.082893,XRT
SX,59167.47543,0.465956,0.047428,XRT
M2,59167.47618,5.0626316,0.11147012,UVOT
W1,59167.47709,4.0266008,0.07768799,UVOT
U,59167.47799,2.8986975,0.05385099,UVOT
B,59167.47902,1.6426698,0.027825265,UVOT
W2,59171.05575,5.965463,0.07733675,UVOT
V,59171.05827,1.2601881,0.022205053,UVOT
HX,59171.0589,1.056601,0.063473,XRT
SX,59171.0589,0.476484,0.04272,XRT
M2,59171.0598,5.113619,0.10625945,UVOT
W1,59171.06083,4.2753768,0.07735369,UVOT
U,59171.06186,2.881268,0.05113829,UVOT
B,59171.063,1.639399,0.027022818,UVOT
W2,59175.17032,5.884316,0.076731063,UVOT
V,59175.17281,1.2234385,0.022003111,UVOT
HX,59175.17347,1.16436,0.06677,XRT
SX,59175.17347,0.596447,0.047766,XRT
B,59175.17754,1.6098364,0.025956287,UVOT
W2,59179.15431,5.866709,0.07616465,UVOT
V,59179.15684,1.2527731,0.022183676,UVOT
HX,59179.15748,1.018514,0.061601,XRT
SX,59179.15748,0.419693,0.039634,XRT
M2,59179.15837,4.9391934,0.10326962,UVOT
W1,59179.15942,4.1839054,0.07561277,UVOT
U,59179.16046,2.774565,0.049081006,UVOT
B,59179.16161,1.5871946,0.026219076,UVOT
W2,59183.41292,5.5045422,0.080655356,UVOT
V,59183.41462,1.181684,0.024226646,UVOT
HX,59183.41516,0.87329,0.063295,XRT
SX,59183.41516,0.438739,0.044958,XRT
M2,59183.41566,4.771784,0.11893725,UVOT
W1,59183.41637,3.9305937,0.08457976,UVOT
U,59183.41708,2.879483,0.058635104,UVOT
B,59183.41796,1.5468978,0.02733965,UVOT
W2,59188.79683,5.445151,0.074635207,UVOT
V,59188.79898,1.2437939,0.02308521,UVOT
HX,59188.79934,0.981831,0.068522,XRT
SX,59188.79934,0.515854,0.049677,XRT
M2,59188.8003,4.6086117,0.10482338,UVOT
W1,59188.80119,3.963933,0.077132504,UVOT
U,59188.80208,2.6826635,0.05011536,UVOT
B,59188.80287,1.5742079,0.033457457,UVOT
W2,59191.04902,5.568962,0.1306024,UVOT
V,59191.04953,1.228148,0.042026376,UVOT
HX,59191.04987,0.841011,0.09008,XRT
SX,59191.04987,0.359071,0.059366,XRT
B,59191.05078,1.5434477,0.032411546,UVOT
W2,59195.03182,5.6734467,0.079243765,UVOT
V,59195.03379,1.226211,0.023571712,UVOT
HX,59195.03425,1.384766,0.09523,XRT
SX,59195.03425,0.665381,0.066011,XRT
M2,59195.03498,4.846847,0.11316329,UVOT
W1,59195.0358,4.1048016,0.082477975,UVOT
U,59195.03661,2.8251969,0.05459637,UVOT
B,59195.03747,1.5791715,0.029437304,UVOT
W2,59195.09798,5.528997,0.10435049,UVOT
V,59195.09881,1.2355015,0.033434807,UVOT
HX,59195.09891,1.01541,0.112738,XRT
SX,59195.09891,0.506653,0.080045,XRT
M2,59195.09932,4.677567,0.16347103,UVOT
W1,59195.09968,3.9729193,0.11773884,UVOT
U,59195.10004,2.7592485,0.07575262,UVOT
W2,59199.67551,5.5291658,0.08915696,UVOT
V,59199.67679,1.2153695,0.02755869,UVOT
HX,59199.67713,1.022534,0.069862,XRT
SX,59199.67713,0.51861,0.049783,XRT
M2,59199.67757,4.7599728,0.13543505,UVOT
W1,59199.6781,4.0527772,0.09834249,UVOT
U,59199.67863,2.8331734,0.06482594,UVOT
B,59199.67925,1.537992,0.032478068,UVOT
W2,59203.80217,5.703075,0.1246646,UVOT
HX,59203.80264,0.854346,0.10281,XRT
SX,59203.80264,0.420725,0.072694,XRT
V,59203.80275,1.19603805,0.038714117,UVOT
W2,59203.87455,5.586836,0.0855926,UVOT
HX,59203.87602,1.08165,0.074355,XRT
SX,59203.87602,0.476997,0.049563,XRT
V,59203.87602,1.228944,0.026224802,UVOT
M2,59203.87692,4.588658,0.1237992,UVOT
W1,59203.87754,4.0500582,0.09208464,UVOT
U,59203.87815,2.8413334,0.061228343,UVOT
B,59203.87868,1.6060765,0.041275823,UVOT
W2,59207.11542,5.6117495,0.07864165,UVOT
V,59207.11737,1.2505809,0.023920692,UVOT
HX,59207.11772,0.900544,0.055948,XRT
SX,59207.11772,0.403722,0.037468,XRT
U,59207.12018,2.773222,0.053601245,UVOT
B,59207.12093,1.5876438,0.033709447,UVOT
W2,59211.09812,5.3664413,0.075603985,UVOT
V,59211.10009,1.2079758,0.023281018,UVOT
HX,59211.10037,1.087738,0.072882,XRT
SX,59211.10037,0.480952,0.04846,XRT
M2,59211.10128,4.6616573,0.11011475,UVOT
W1,59211.1021,3.9439833,0.07986521,UVOT
U,59211.10291,2.8003882,0.054125575,UVOT
B,59211.10361,1.5818027,0.035590006,UVOT
W2,59215.21291,5.3788442,0.072163184,UVOT
V,59215.21526,1.2235696,0.022197958,UVOT
HX,59215.21564,1.497396,0.1201,XRT
SX,59215.21564,0.613393,0.077072,XRT
M2,59215.21668,4.8149652,0.10477514,UVOT
W1,59215.21765,3.9606153,0.074793893,UVOT
U,59215.2186,2.738158,0.04980158,UVOT
B,59215.21948,1.55901,0.030977096,UVOT
W2,59219.79947,5.5848545,0.076599916,UVOT
HX,59219.80106,0.79241,0.070555,XRT
SX,59219.80106,0.468908,0.053462,XRT
V,59219.80159,1.2106698,0.022819433,UVOT
M2,59219.80288,4.8719506,0.10977446,UVOT
W1,59219.80373,4.0240045,0.081173,UVOT
W2,59223.11622,5.3572808,0.067837614,UVOT
HX,59223.11851,0.813903,0.073789,XRT
SX,59223.11851,0.403813,0.052042,XRT
V,59223.11916,1.221062,0.020623329,UVOT
M2,59223.12094,4.6217008,0.0928995,UVOT
W1,59223.1221,3.9482994,0.070807513,UVOT
W2,59227.29531,5.1255265,0.063355836,UVOT
HX,59227.29786,0.700534,0.051992,XRT
SX,59227.29786,0.31103,0.03468,XRT
V,59227.29867,1.1875934,0.019445039,UVOT
M2,59227.30071,4.6047703,0.088368226,UVOT
W1,59227.30195,3.8742603,0.06929582,UVOT
W2,59231.01104,5.6455068,0.07473803,UVOT
V,59231.01344,1.2232917,0.022270582,UVOT
HX,59231.014,0.82326,0.045417,XRT
SX,59231.014,0.273945,0.026281,XRT
M2,59231.0149,4.83513,0.10410022,UVOT
W1,59231.01589,3.979909,0.07431909,UVOT
U,59231.01688,2.8230697,0.0509284,UVOT
B,59231.01793,1.5777295,0.027307021,UVOT
W2,59235.79195,5.4979774,0.076434167,UVOT
V,59235.79398,1.1449845,0.0225352,UVOT
HX,59235.79414,0.543439,0.062003,XRT
SX,59235.79414,0.144911,0.032217,XRT
M2,59235.79522,4.8998457,0.11196608,UVOT
W1,59235.79607,3.901261,0.0778502,UVOT
U,59235.79691,2.732687,0.052061853,UVOT
B,59235.7975,1.6119594,0.050732207,UVOT
W2,59239.64554,5.922624,0.07943812,UVOT
V,59239.64776,1.2501664,0.023001548,UVOT
HX,59239.64797,0.758372,0.049002,XRT
SX,59239.64797,0.325936,0.032144,XRT
M2,59239.64912,5.0869434,0.11120343,UVOT
W1,59239.65003,4.1545807,0.079208767,UVOT
U,59239.65095,2.8254044,0.052273315,UVOT
B,59239.65161,1.5823363,0.04253303,UVOT
W2,59243.30818,6.519164,0.08986265,UVOT
V,59243.3101,1.2424083,0.024141834,UVOT
HX,59243.31064,0.766947,0.053553,XRT
SX,59243.31064,0.29985,0.033534,XRT
M2,59243.31127,5.645969,0.12699367,UVOT
W1,59243.31207,4.352165,0.087024144,UVOT
U,59243.31287,2.9432396,0.0571975,UVOT
B,59243.31379,1.6278694,0.028739486,UVOT
W2,59248.34178,6.7601266,0.08416991,UVOT
V,59248.34457,1.2607406,0.021611222,UVOT
HX,59248.34487,0.913468,0.072752,XRT
SX,59248.34487,0.460869,0.051735,XRT
M2,59248.34626,5.597551,0.10893662,UVOT
W1,59248.34741,4.586806,0.07865587,UVOT
U,59248.34855,2.9421578,0.05044067,UVOT
B,59248.34943,1.6790809,0.0371621,UVOT
W2,59251.39026,6.734763,0.08442597,UVOT
V,59251.39298,1.2708762,0.022107847,UVOT
HX,59251.39345,0.754122,0.043079,XRT
SX,59251.39345,0.337587,0.028751,XRT
M2,59251.39462,5.6155916,0.11055878,UVOT
W1,59251.39576,4.6665705,0.080777,UVOT
B,59251.39789,1.7024093,0.03158465,UVOT
W2,59255.31667,7.0713495,0.08789721,UVOT
HX,59255.31705,0.909573,0.070825,XRT
SX,59255.31705,0.469423,0.051007,XRT
V,59255.31875,1.2600091,0.03061987,UVOT
W2,59259.1012,6.800472,0.08939569,UVOT
V,59259.10343,1.2992534,0.023672265,UVOT
HX,59259.10392,0.892308,0.055591,XRT
SX,59259.10392,0.504406,0.041893,XRT
M2,59259.10477,5.701872,0.12102995,UVOT
W1,59259.10569,4.6238797,0.08628424,UVOT
